69728,349.0112188,0.874101918,0.175692497,21.54216508
68197.44,311.9090649,0.598718868,0.031174024,30.18189062
69528,309.3502957,0.94184508,0.320624533,24.57040839
68862.72,289.5198342,0.77027193,0.081077657,29.93312181
67997.44,247.9398342,0.589021718,0.031174024,49.89983408
68662.72,283.1229111,0.812068233,0.175692497,32.97810796
67997.44,268.409988,0.703908664,0.081077657,36.0868495
69728,314.4678342,0.94286941,0.5,25.21347947
68597.44,238.9841418,0.607303429,0.5,49.1404225
68597.44,238.9841418,0.602743199,0.175692497,49.1404225
68397.44,227.4696803,0.5,0.009909273,52.04161404
68862.72,307.4312188,0.874101918,0.175692497,26.52166465
68862.72,292.0786034,0.77027193,0.081077657,30.75074103
68197.44,270.9687572,0.598718868,0.031174024,35.97626175
68597.44,205.7201418,0.592666105,0.175692497,53.28289002
68662.72,288.2404495,0.838845763,0.175692497,28.50856143
68597.44,214.6758342,0.62529374,0.320624533,49.38521847
67997.44,338.7761418,0.636847692,0.031174024,24.44931962
68597.44,205.7201418,0.5,0.009909273,53.28289002
69928,283.7626034,0.939680463,0.5,27.72026327
67997.44,250.4986034,0.661560723,0.175692497,37.83583493
68197.44,231.3078342,0.627425422,0.031174024,41.51503807
68928,423.2155265,0.94184508,0.320624533,19.26741456
67262.72,1140.310603,0.774970471,0.175692497,8.998181484
68597.44,219.7933726,0.607303429,0.5,52.59361434
67797.44,314.4678342,0.617926268,0.031174024,31.4542884
68197.44,249.2192188,0.702760561,0.320624533,39.16370669
68462.72,321.5044495,0.77027193,0.081077657,23.91220355
67397.44,309.3502957,0.600670768,0.081077657,41.24751806
67797.44,329.8204495,0.707794619,0.175692497,25.15233546
68197.44,290.1595265,0.5,0.009909273,42.77085978
69262.72,251.1382957,0.815562414,0.5,34.68637583
66997.44,892.7496803,0.617926268,0.031174024,15.34940562
68262.72,324.0632188,0.874101918,0.175692497,25.86329656
68597.44,219.7933726,0.600670768,0.081077657,52.59361434
68397.44,219.7933726,0.5,0.009909273,53.34422137
69528,355.4081418,0.969867782,0.5,20.85744356
68197.44,218.513988,0.590789106,0.081077657,54.27429757
67462.72,908.741988,0.77027193,0.081077657,10.04328468
68062.72,848.6109111,0.874101918,0.175692497,9.798292904
68797.44,226.1902957,0.62990766,0.081077657,48.06226713
68197.44,253.0573726,0.668464192,0.5,40.13796062
68328,931.1312188,0.954317953,0.5,14.93869167
68262.72,306.1518342,0.831029704,0.320624533,26.5688475
67462.72,701.4816803,0.77027193,0.081077657,20.54289886
68197.44,253.0573726,0.636847692,0.031174024,40.13796062
67262.72,1049.474296,0.817269059,0.320624533,18.71548206
66797.44,663.7398342,0.598718868,0.031174024,31.55784561
68797.44,217.2346034,0.590789106,0.081077657,57.59508989
67597.44,369.4813726,0.636847692,0.031174024,21.98426217
68797.44,217.2346034,0.594664534,0.320624533,57.59508989
68597.44,218.513988,0.5,0.009909273,57.84395741
68862.72,284.4022957,0.77027193,0.081077657,33.49424232
68797.44,227.4696803,0.707794619,0.175692497,44.55847274
68797.44,217.2346034,0.592666105,0.175692497,57.59508989
68197.44,255.6161418,0.703908664,0.081077657,37.90133967
66597.44,1011.73245,0.542395814,0.320624533,29.39327187
69062.72,283.1229111,0.874101918,0.175692497,29.11634762
68128,955.4395265,0.94184508,0.320624533,14.8893224
66597.44,1015.570603,0.707794619,0.175692497,22.46875272
69462.72,251.1382957,0.815562414,0.5,36.03888504
66597.44,1011.73245,0.541487381,0.175692497,29.39327187
67062.72,1049.474296,0.838845763,0.175692497,13.30489568
69262.72,258.8146034,0.804967134,0.175692497,35.61447969
68397.44,224.9109111,0.615161056,0.320624533,48.47879205
69328,346.4524495,0.969867782,0.5,21.69128962
68597.44,203.1613726,0.540634948,0.081077657,62.51950063
68597.44,231.3078342,0.707794619,0.175692497,42.26641634
68928,373.3195265,0.94184508,0.320624533,20.87848537
66597.44,749.4586034,0.636847692,0.031174024,22.55088444
68597.44,203.1613726,0.541487381,0.175692497,62.51950063
68597.44,221.0727572,0.706984075,0.5,45.05324193
