0,48,192,0,192,0,288,0,192,0,240,0,192,0,288,0,432,0,0,288,0,336,0,144,48,336,144,192,0,0,240,0,0,144,0,0,0,0,0,0,0,34,1
0,0,192,0,192,0,288,0,192,0,288,0,192,0,288,0,432,0,0,288,0,336,0,144,48,336,336,0,0,0,240,0,0,144,0,0,0,0,0,0,0,12,1
0,0,192,0,336,0,0,432,0,0,192,192,0,0,288,0,192,288,0,384,0,0,384,0,0,240,0,288,0,240,0,288,0,0,0,0,0,0,0,0,0,34,1
0,0,192,0,192,0,288,0,192,0,288,0,192,0,288,0,432,0,0,288,0,336,0,144,48,336,336,0,0,0,240,0,0,144,0,0,0,0,0,0,0,34,0
0,0,192,0,144,192,0,240,0,144,144,192,0,96,288,0,288,0,288,0,288,0,96,144,144,144,144,240,0,144,96,144,0,144,0,0,0,0,0,0,0,34,1
0,0,192,0,192,0,240,0,240,0,384,0,0,240,0,288,0,288,0,384,0,0,96,288,0,288,0,144,96,144,192,0,240,0,0,0,0,0,0,0,0,34,0
0,0,288,0,0,192,0,240,0,336,0,288,0,0,288,0,384,0,0,432,0,0,288,0,240,0,144,240,0,384,0,0,0,192,0,0,0,0,0,0,0,0,1
0,0,288,0,0,432,0,0,0,336,0,288,0,0,288,0,432,0,0,384,0,0,288,0,384,0,0,384,0,432,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,96,96,192,240,0,0,96,192,96,240,48,48,96,144,192,96,240,96,96,384,48,0,144,192,48,144,192,48,192,0,48,144,48,0,0,0,0,0,0,0,1
0,0,288,0,0,192,0,240,0,336,0,288,0,0,288,0,384,0,0,432,0,0,288,0,240,0,144,240,0,384,0,0,0,192,0,0,0,0,0,0,0,0,1
0,0,192,0,192,0,336,0,0,528,0,0,0,384,0,0,336,0,384,0,0,384,0,0,144,384,0,0,240,0,144,144,0,144,0,0,0,0,0,0,0,34,0
0,48,192,0,96,192,0,240,0,144,192,192,0,96,288,0,288,0,288,0,240,0,288,0,240,0,144,144,144,144,240,0,0,192,0,0,0,0,0,0,0,88,0
0,288,0,0,528,0,0,0,0,240,144,0,240,0,384,0,48,288,0,384,0,0,528,0,0,0,384,0,0,480,0,0,0,0,0,0,0,0,0,0,0,7,2
0,96,144,0,336,0,0,240,0,96,192,96,96,96,240,0,192,240,0,288,0,144,384,0,0,240,0,144,144,240,0,144,0,144,0,0,0,0,0,0,0,14,2
0,240,0,0,288,0,0,384,0,0,192,288,0,0,432,0,0,432,0,0,240,0,288,0,240,0,384,0,0,432,0,0,0,192,0,0,0,0,0,0,0,88,0
0,0,432,0,0,0,336,0,0,432,0,0,192,0,384,0,0,288,0,384,0,0,384,0,0,432,0,0,432,0,0,0,240,0,0,0,0,0,0,0,0,34,0
0,0,192,0,336,0,0,240,0,96,192,96,96,96,240,0,192,288,0,288,0,96,336,0,96,240,0,144,144,240,0,144,0,144,0,0,0,0,0,0,0,34,0
0,144,192,0,432,0,0,0,432,432,0,0,0,384,0,384,0,0,0,0,384,0,336,0,0,384,0,0,336,192,0,0,0,0,0,0,0,0,0,0,0,92,3
0,96,192,0,432,0,0,240,0,96,192,192,0,0,240,0,192,288,0,288,0,96,384,48,0,288,0,144,144,240,0,144,0,0,0,0,0,0,0,0,0,34,3
0,0,288,0,0,192,0,384,0,0,384,0,0,336,0,0,480,0,0,384,0,0,384,0,0,336,0,336,0,0,144,144,0,144,0,0,0,0,0,0,0,10,1
0,240,0,0,192,0,240,0,240,0,192,192,0,240,0,288,0,288,0,384,0,0,288,0,144,240,0,384,0,0,192,0,240,0,0,0,0,0,0,0,0,41,2
0,144,0,336,0,0,432,0,0,0,432,0,0,0,432,0,432,0,0,432,0,0,0,432,432,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,34,0
0,288,0,0,336,0,0,384,0,0,432,0,0,0,432,0,0,288,0,384,0,0,288,0,384,0,0,432,0,0,384,0,0,0,0,0,0,0,0,0,0,92,2
0,0,384,0,0,0,96,432,0,0,432,0,0,0,432,0,0,384,0,384,0,0,0,288,0,288,0,384,0,0,432,0,0,0,0,0,0,0,0,0,0,34,0
0,96,384,0,0,0,240,0,384,0,0,192,0,432,0,0,288,0,384,0,0,432,0,0,384,0,0,336,0,432,0,0,0,0,0,0,0,0,0,0,0,78,2
0,384,0,0,0,432,0,0,0,288,0,288,0,0,288,0,432,0,0,384,0,0,288,0,384,0,0,288,0,384,0,0,0,144,0,0,0,0,0,0,0,57,2
0,0,384,0,0,0,240,0,240,0,144,192,0,384,0,0,288,0,432,0,0,432,0,0,384,0,0,240,0,384,0,0,0,192,0,0,0,0,0,0,0,0,1
0,0,432,0,0,0,192,0,432,0,0,192,0,384,0,0,288,0,432,0,0,384,0,0,384,0,0,288,0,384,0,0,0,144,0,0,0,0,0,0,0,6,2
