240,0,0,0,144,168,0,288,0,0,0,216,0,0,120,192,0,0,144,216,0,0,0,312,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
216,0,0,0,264,0,0,288,0,0,216,0,0,312,0,0,0,216,0,0,216,0,0,312,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,216,0,0,192,0,288,0,0,288,0,0,0,168,0,288,0,0,0,288,0,0,0,312,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
240,0,0,264,0,0,288,0,0,288,0,0,0,312,0,0,0,288,0,0,0,240,0,0,216,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
0,240,0,0,288,0,0,264,0,0,216,0,0,312,0,0,0,216,0,0,288,0,0,240,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2
0,120,0,192,0,192,0,264,0,0,288,0,0,0,312,0,0,0,216,0,0,216,0,0,216,0,0,192,0,0,144,0,0,0,0,0,0,0,0,0,0,0,2
0,192,0,0,120,168,0,168,168,0,0,312,0,0,0,240,0,0,120,168,0,0,120,120,264,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,19,0
216,0,0,0,288,0,0,192,0,216,0,0,240,0,0,192,0,120,0,216,0,0,120,0,312,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,38,0
168,0,0,288,0,0,192,0,312,0,0,0,288,0,0,0,312,0,0,0,312,0,0,0,288,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,49,2
264,0,0,0,216,0,168,0,192,0,192,0,0,168,0,240,0,0,192,0,0,216,0,0,168,0,216,0,0,144,0,0,0,0,0,0,0,0,0,0,0,45,2
0,120,0,144,0,288,0,0,240,0,192,0,0,216,0,0,240,0,0,216,0,0,288,0,0,0,216,0,0,192,0,0,0,0,0,0,0,0,0,0,0,15,0
0,168,0,288,0,0,168,0,264,0,0,216,0,312,0,0,0,0,192,0,0,288,0,0,312,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,58,1
288,0,192,0,312,0,0,312,0,0,0,240,0,0,192,0,240,0,0,312,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5
240,0,0,264,0,0,192,0,288,0,0,240,0,312,0,0,0,0,216,0,0,312,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5
264,0,0,264,0,0,144,0,288,0,0,240,0,312,0,0,0,0,216,0,0,312,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5
0,240,0,0,288,0,0,264,0,0,216,0,0,240,0,0,168,0,192,0,0,216,0,0,240,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0,168,0,288,0,0,192,0,192,0,192,0,0,216,0,0,240,0,0,216,0,0,216,0,0,216,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,20,2
120,0,216,0,0,360,0,0,0,144,0,312,0,0,0,216,0,0,216,0,0,312,0,0,0,264,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,1,1
240,0,0,0,312,0,0,0,216,0,192,0,0,168,0,240,0,0,216,0,0,240,0,0,216,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,120,0,288,0,0,288,0,0,288,0,0,0,216,0,0,312,0,0,0,216,0,0,312,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
216,0,0,264,0,0,192,0,240,0,0,216,0,0,144,0,168,0,216,0,0,216,0,0,192,0,168,0,0,168,0,0,0,0,0,0,0,0,0,0,0,59,3
0,144,0,288,0,0,264,0,0,288,0,0,0,312,0,0,0,312,0,0,0,216,0,0,240,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
240,0,0,264,0,0,168,0,240,0,0,240,0,0,144,0,168,0,216,0,0,216,0,0,312,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,45,4
0,144,0,288,0,0,168,0,264,0,0,216,0,0,168,0,168,0,216,0,0,120,0,120,216,0,0,120,0,192,0,0,0,0,0,0,0,0,0,0,0,58,0
288,0,0,0,240,0,0,288,0,0,312,0,0,0,312,0,0,0,312,0,0,312,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0,144,0,288,0,0,144,0,264,0,0,216,0,0,168,0,168,0,216,0,0,216,0,0,216,0,0,144,0,192,0,0,0,0,0,0,0,0,0,0,0,44,0
0,120,0,288,0,0,288,0,0,168,0,120,0,216,0,0,240,0,0,216,0,0,240,0,0,216,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,144,0,192,0,264,0,0,192,0,168,0,192,0,0,240,0,0,192,0,0,240,0,0,216,0,0,192,0,0,144,0,0,0,0,0,0,0,0,0,0,45,0
0,240,0,0,240,0,312,0,0,0,216,0,0,168,0,288,0,0,0,288,0,0,0,288,0,0,0,168,0,192,0,0,0,0,0,0,0,0,0,0,0,58,0
0,168,0,168,0,192,0,192,0,168,0,120,0,240,0,0,120,120,0,120,0,216,0,0,240,0,0,192,0,0,120,0,0,0,0,0,0,0,0,0,0,45,1
0,288,0,0,0,264,0,0,384,0,0,0,192,0,0,240,0,0,192,0,0,240,0,0,288,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,21,0
240,0,120,0,288,0,312,0,0,0,312,0,0,0,0,312,0,0,0,312,0,0,0,312,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5
0,240,0,0,216,0,264,0,0,144,0,144,0,168,0,144,0,216,0,0,216,0,0,168,0,144,0,120,0,168,0,0,0,0,0,0,0,0,0,0,0,0,4
264,0,0,0,312,0,0,0,312,0,0,312,0,0,0,312,0,0,0,312,0,0,0,0,312,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,45,0
0,216,0,0,192,0,264,0,0,144,0,144,0,168,0,144,0,216,0,0,240,0,0,168,0,120,0,144,0,192,0,0,0,0,0,0,0,0,0,0,0,0,1
192,0,0,360,0,0,0,432,0,0,0,0,216,0,0,240,0,0,216,0,0,168,0,216,0,0,192,0,0,144,0,0,0,0,0,0,0,0,0,0,0,44,0
144,0,144,0,216,0,264,0,0,144,0,144,0,168,0,144,0,216,0,0,240,0,0,288,0,0,0,120,0,192,0,0,0,0,0,0,0,0,0,0,0,70,3
168,0,264,0,0,0,432,0,0,0,0,360,0,0,0,0,360,0,0,0,0,360,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,240,0,0,240,0,312,0,0,0,216,0,0,168,0,288,0,0,0,288,0,0,0,312,0,0,0,120,0,168,0,0,0,0,0,0,0,0,0,0,0,12,3
264,0,0,0,264,0,0,192,0,240,0,0,312,0,0,0,216,0,0,216,0,0,144,0,288,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,41,2
0,240,0,0,288,0,0,264,0,0,216,0,0,312,0,0,0,288,0,0,0,216,0,0,168,0,192,0,0,168,0,0,0,0,0,0,0,0,0,0,0,17,3
120,0,120,144,0,120,144,0,120,144,0,120,0,168,0,144,0,216,0,0,240,0,0,168,0,120,0,144,0,168,0,0,0,0,0,0,0,0,0,0,0,47,3
120,0,144,0,216,0,264,0,0,144,0,144,0,168,0,144,0,216,0,0,216,0,0,168,0,144,0,120,0,144,0,0,0,0,0,0,0,0,0,0,0,21,4
